tool,app,malware,static,repetition
humanoid,app-3,1,0,2
humanoid,app-3,1,0,3
humanoid,app-30,0,0,1
humanoid,app-30,0,0,2
humanoid,app-30,0,0,3
humanoid,app-31,0,0,1
humanoid,app-31,0,0,2
humanoid,app-31,0,0,3
humanoid,app-33,0,0,1
humanoid,app-33,1,0,2
humanoid,app-33,1,0,3
humanoid,app-34,0,0,1
humanoid,app-34,0,0,2
humanoid,app-34,0,0,3
humanoid,app-35,0,0,1
humanoid,app-35,0,0,2
humanoid,app-35,0,0,3
humanoid,app-37,0,0,1
humanoid,app-37,0,0,2
humanoid,app-37,0,0,3
humanoid,app-38,0,0,1
humanoid,app-38,0,0,2
humanoid,app-38,0,0,3
humanoid,app-39,0,0,1
humanoid,app-39,0,0,2
humanoid,app-39,0,0,3
humanoid,app-4,0,0,1
humanoid,app-4,0,0,2
humanoid,app-4,0,0,3
humanoid,app-40,0,0,1
humanoid,app-40,0,0,2
humanoid,app-40,0,0,3
humanoid,app-42,1,0,1
humanoid,app-42,1,0,2
humanoid,app-42,1,0,3
humanoid,app-43,0,0,1
humanoid,app-43,0,0,2
humanoid,app-43,0,0,3
humanoid,app-44,1,0,1
humanoid,app-44,1,0,2
humanoid,app-44,0,0,3
humanoid,app-45,0,0,1
humanoid,app-45,0,0,2
humanoid,app-45,0,0,3
humanoid,app-46,0,0,1
humanoid,app-46,0,0,2
humanoid,app-46,0,0,3
humanoid,app-47,1,0,1
humanoid,app-47,1,0,2
humanoid,app-47,0,0,3
humanoid,app-48,0,0,1
humanoid,app-48,0,0,2
humanoid,app-48,0,0,3
humanoid,app-49,1,0,1
humanoid,app-49,1,0,2
humanoid,app-49,1,0,3
humanoid,app-5,0,0,1
humanoid,app-5,0,0,2
humanoid,app-5,0,0,3
humanoid,app-50,0,0,1
humanoid,app-50,0,0,2
humanoid,app-50,0,0,3
humanoid,app-51,1,0,1
humanoid,app-51,1,0,2
humanoid,app-51,1,0,3
humanoid,app-52,0,0,1
humanoid,app-52,0,0,2
humanoid,app-52,0,0,3
humanoid,app-53,0,0,1
humanoid,app-53,0,0,2
humanoid,app-53,0,0,3
humanoid,app-54,0,0,1
humanoid,app-54,0,0,2
humanoid,app-54,0,0,3
humanoid,app-55,0,0,1
humanoid,app-55,0,0,2
humanoid,app-55,0,0,3
humanoid,app-56,0,0,1
humanoid,app-56,0,0,2
humanoid,app-56,0,0,3
humanoid,app-57,0,0,1
humanoid,app-57,0,0,2
humanoid,app-57,0,0,3
humanoid,app-58,1,0,1
humanoid,app-58,1,0,2
humanoid,app-58,1,0,3
humanoid,app-59,0,0,1
humanoid,app-59,1,0,2
humanoid,app-59,1,0,3
humanoid,app-6,0,0,1
humanoid,app-6,0,0,2
humanoid,app-6,0,0,3
humanoid,app-60,0,0,1
humanoid,app-60,0,0,2
humanoid,app-60,0,0,3
humanoid,app-61,1,0,1
humanoid,app-61,1,0,2
humanoid,app-61,1,0,3
humanoid,app-62,0,0,1
humanoid,app-62,0,0,2
humanoid,app-62,0,0,3
humanoid,app-63,0,0,1
humanoid,app-63,0,0,2
humanoid,app-63,0,0,3
humanoid,app-64,0,0,1
humanoid,app-64,0,0,2
humanoid,app-64,0,0,3
humanoid,app-65,0,0,1
humanoid,app-65,0,0,2
humanoid,app-65,0,0,3
humanoid,app-66,1,0,1
humanoid,app-66,1,0,2
humanoid,app-66,1,0,3
humanoid,app-67,0,0,1
humanoid,app-67,1,0,2
humanoid,app-67,1,0,3
humanoid,app-68,0,0,1
humanoid,app-68,0,0,2
humanoid,app-68,0,0,3
humanoid,app-69,0,0,1
humanoid,app-69,0,0,2
humanoid,app-69,0,0,3
humanoid,app-7,0,0,1
humanoid,app-7,0,0,2
humanoid,app-7,0,0,3
humanoid,app-70,0,0,1
humanoid,app-70,0,0,2
humanoid,app-70,0,0,3
humanoid,app-71,1,0,1
humanoid,app-71,1,0,2
humanoid,app-71,1,0,3
humanoid,app-72,0,0,1
humanoid,app-72,0,0,2
humanoid,app-72,0,0,3
humanoid,app-73,0,0,1
humanoid,app-73,0,0,2
humanoid,app-73,0,0,3
humanoid,app-74,1,0,1
humanoid,app-74,1,0,2
humanoid,app-74,1,0,3
humanoid,app-75,0,0,1
humanoid,app-75,0,0,2
humanoid,app-75,0,0,3
humanoid,app-76,0,0,1
humanoid,app-76,0,0,2
humanoid,app-76,0,0,3
humanoid,app-77,0,0,1
humanoid,app-77,0,0,2
humanoid,app-77,0,0,3
humanoid,app-78,1,0,1
humanoid,app-78,1,0,2
humanoid,app-78,1,0,3
humanoid,app-79,0,0,1
humanoid,app-79,0,0,2
humanoid,app-79,0,0,3
humanoid,app-8,0,0,1
humanoid,app-8,0,0,2
humanoid,app-8,0,0,3
humanoid,app-80,1,0,1
humanoid,app-80,1,0,2
humanoid,app-80,1,0,3
humanoid,app-81,0,0,1
humanoid,app-81,0,0,2
humanoid,app-81,0,0,3
humanoid,app-82,0,0,1
humanoid,app-82,1,0,2
humanoid,app-82,1,0,3
humanoid,app-83,0,0,1
humanoid,app-83,1,0,2
humanoid,app-83,1,0,3
humanoid,app-84,0,0,1
humanoid,app-84,1,0,2
humanoid,app-84,1,0,3
humanoid,app-85,0,0,1
humanoid,app-85,0,0,2
humanoid,app-85,0,0,3
humanoid,app-86,0,0,1
humanoid,app-86,0,0,2
humanoid,app-86,0,0,3
humanoid,app-87,0,0,1
humanoid,app-87,0,0,2
humanoid,app-87,0,0,3
humanoid,app-89,0,0,1
humanoid,app-89,0,0,2
humanoid,app-89,0,0,3
humanoid,app-9,0,0,1
humanoid,app-9,0,0,2
humanoid,app-9,0,0,3
humanoid,app-90,0,0,1
humanoid,app-90,0,0,2
humanoid,app-90,0,0,3
humanoid,app-91,0,0,1
humanoid,app-91,0,0,2
humanoid,app-91,0,0,3
humanoid,app-92,0,0,1
humanoid,app-92,0,0,2
humanoid,app-92,0,0,3
humanoid,app-94,0,0,1
humanoid,app-94,0,0,2
humanoid,app-94,0,0,3
humanoid,app-95,0,0,1
humanoid,app-95,0,0,2
humanoid,app-95,0,0,3
humanoid,app-96,0,0,1
humanoid,app-96,0,0,2
humanoid,app-96,0,0,3
humanoid,app-97,0,0,1
humanoid,app-97,1,0,2
humanoid,app-97,1,0,3
humanoid,app-98,0,0,1
humanoid,app-98,0,0,2
humanoid,app-98,0,0,3
humanoid,app-99,0,0,1
humanoid,app-99,0,0,2
humanoid,app-99,0,0,3
joke,app-1,0,0,1
joke,app-1,0,0,2
joke,app-1,0,0,3
joke,app-10,0,0,1
joke,app-10,0,0,2
joke,app-10,0,0,3
joke,app-100,0,0,1
joke,app-100,0,0,2
joke,app-100,0,0,3
joke,app-101,0,0,1
joke,app-101,0,0,2
joke,app-101,0,0,3
joke,app-102,0,0,1
joke,app-102,0,0,2
joke,app-102,0,0,3
joke,app-11,0,0,1
joke,app-11,0,0,2
joke,app-11,0,0,3
joke,app-12,0,0,1
joke,app-12,0,0,2
joke,app-12,0,0,3
joke,app-13,0,0,1
joke,app-13,0,0,2
joke,app-13,0,0,3
joke,app-14,0,0,1
joke,app-14,0,0,2
joke,app-14,0,0,3
joke,app-15,0,0,1
joke,app-15,0,0,2
joke,app-15,0,0,3
joke,app-16,0,0,1
joke,app-16,0,0,2
joke,app-16,0,0,3
joke,app-17,0,0,1
joke,app-17,0,0,2
joke,app-17,0,0,3
joke,app-18,0,0,1
joke,app-18,0,0,2
joke,app-18,0,0,3
joke,app-19,0,0,1
joke,app-19,0,0,2
joke,app-19,0,0,3
joke,app-2,0,0,1
joke,app-2,0,0,2
joke,app-2,0,0,3
joke,app-20,0,0,1
joke,app-20,0,0,2
joke,app-20,0,0,3
joke,app-21,0,0,1
joke,app-21,0,0,2
joke,app-21,0,0,3
joke,app-22,0,0,1
joke,app-22,0,0,2
joke,app-22,0,0,3
joke,app-23,0,0,1
joke,app-23,0,0,2
joke,app-23,0,0,3
joke,app-24,0,0,1
joke,app-24,0,0,2
joke,app-24,0,0,3
joke,app-26,0,0,1
joke,app-26,0,0,2
joke,app-26,0,0,3
joke,app-27,0,0,1
joke,app-27,0,0,2
joke,app-27,0,0,3
joke,app-28,0,0,1
joke,app-28,0,0,2
joke,app-28,0,0,3
joke,app-29,0,0,1
joke,app-29,0,0,2
joke,app-29,0,0,3
joke,app-3,0,0,1
joke,app-3,0,0,2
joke,app-3,0,0,3
joke,app-30,0,0,1
joke,app-30,0,0,2
joke,app-30,0,0,3
joke,app-31,0,0,1
joke,app-31,0,0,2
joke,app-31,0,0,3
joke,app-33,0,0,1
joke,app-33,0,0,2
joke,app-33,0,0,3
joke,app-34,0,0,1
joke,app-34,0,0,2
joke,app-34,0,0,3
joke,app-35,0,0,1
joke,app-35,0,0,2
joke,app-35,0,0,3
joke,app-37,0,0,1
joke,app-37,0,0,2
joke,app-37,0,0,3
joke,app-38,0,0,1
joke,app-38,0,0,2
joke,app-38,0,0,3
joke,app-39,0,0,1
joke,app-39,0,0,2
joke,app-39,0,0,3
joke,app-4,0,0,1
joke,app-4,0,0,2
joke,app-4,0,0,3
joke,app-40,0,0,1
joke,app-40,0,0,2
joke,app-40,0,0,3
joke,app-42,0,0,1
joke,app-42,0,0,2
joke,app-42,0,0,3
joke,app-43,0,0,1
joke,app-43,0,0,2
joke,app-43,0,0,3
joke,app-44,0,0,1
joke,app-44,0,0,2
joke,app-44,0,0,3
joke,app-45,0,0,1
joke,app-45,0,0,2
joke,app-45,0,0,3
joke,app-46,0,0,1
joke,app-46,0,0,2
joke,app-46,0,0,3
joke,app-47,0,0,1
joke,app-47,0,0,2
joke,app-47,0,0,3
joke,app-48,0,0,1
joke,app-48,0,0,2
joke,app-48,0,0,3
joke,app-49,0,0,1
joke,app-49,0,0,2
joke,app-49,0,0,3
joke,app-5,0,0,1
joke,app-5,0,0,2
joke,app-5,0,0,3
joke,app-50,0,0,1
joke,app-50,0,0,2
joke,app-50,0,0,3
joke,app-51,0,0,1
joke,app-51,0,0,2
joke,app-51,0,0,3
joke,app-52,0,0,1
joke,app-52,0,0,2
joke,app-52,0,0,3
joke,app-53,0,0,1
joke,app-53,0,0,2
joke,app-53,0,0,3
joke,app-54,0,0,1
joke,app-54,0,0,2
joke,app-54,0,0,3
joke,app-55,0,0,1
joke,app-55,0,0,2
joke,app-55,0,0,3
joke,app-56,0,0,1
joke,app-56,0,0,2
joke,app-56,0,0,3
joke,app-57,0,0,1
joke,app-57,0,0,2
joke,app-57,0,0,3
joke,app-58,0,0,1
joke,app-58,0,0,2
joke,app-58,0,0,3
joke,app-59,0,0,1
joke,app-59,0,0,2
joke,app-59,0,0,3
joke,app-6,0,0,1
joke,app-6,0,0,2
joke,app-6,0,0,3
joke,app-60,0,0,1
joke,app-60,0,0,2
joke,app-60,0,0,3
joke,app-61,0,0,1
joke,app-61,0,0,2
joke,app-61,0,0,3
joke,app-62,0,0,1
joke,app-62,0,0,2
joke,app-62,0,0,3
joke,app-63,0,0,1
joke,app-63,0,0,2
joke,app-63,0,0,3
joke,app-64,0,0,1
joke,app-64,0,0,2
joke,app-64,0,0,3
joke,app-65,0,0,1
joke,app-65,0,0,2
joke,app-65,0,0,3
joke,app-66,0,0,1
joke,app-66,0,0,2
joke,app-66,0,0,3
joke,app-67,0,0,1
joke,app-67,0,0,2
joke,app-67,0,0,3
joke,app-68,0,0,1
joke,app-68,0,0,2
joke,app-68,0,0,3
joke,app-69,0,0,1
joke,app-69,0,0,2
joke,app-69,0,0,3
joke,app-7,0,0,1
joke,app-7,0,0,2
joke,app-7,0,0,3
joke,app-70,0,0,1
joke,app-70,0,0,2
joke,app-70,0,0,3
joke,app-71,0,0,1
joke,app-71,0,0,2
joke,app-71,0,0,3
joke,app-72,0,0,1
joke,app-72,0,0,2
joke,app-72,0,0,3
joke,app-73,0,0,1
joke,app-73,0,0,2
joke,app-73,0,0,3
joke,app-74,0,0,1
joke,app-74,0,0,2
joke,app-74,0,0,3
joke,app-75,0,0,1
joke,app-75,0,0,2
joke,app-75,0,0,3
joke,app-76,0,0,1
joke,app-76,0,0,2
joke,app-76,0,0,3
joke,app-77,0,0,1
joke,app-77,0,0,2
joke,app-77,0,0,3
joke,app-78,0,0,1
joke,app-78,0,0,2
joke,app-78,0,0,3
joke,app-79,0,0,1
joke,app-79,0,0,2
joke,app-79,0,0,3
joke,app-8,0,0,1
joke,app-8,0,0,2
joke,app-8,0,0,3
joke,app-80,0,0,1
joke,app-80,0,0,2
joke,app-80,0,0,3
joke,app-81,0,0,1
joke,app-81,0,0,2
joke,app-81,0,0,3
joke,app-82,0,0,1
joke,app-82,0,0,2
joke,app-82,0,0,3
joke,app-83,0,0,1
joke,app-83,0,0,2
joke,app-83,0,0,3
joke,app-84,0,0,1
joke,app-84,0,0,2
joke,app-84,0,0,3
joke,app-85,0,0,1
joke,app-85,0,0,2
joke,app-85,0,0,3
joke,app-86,0,0,1
joke,app-86,0,0,2
joke,app-86,0,0,3
joke,app-87,0,0,1
joke,app-87,0,0,2
joke,app-87,0,0,3
joke,app-89,0,0,1
joke,app-89,0,0,2
joke,app-89,0,0,3
joke,app-9,0,0,1
joke,app-9,0,0,2
joke,app-9,0,0,3
joke,app-90,0,0,1
joke,app-90,0,0,2
joke,app-90,0,0,3
joke,app-91,0,0,1
joke,app-91,0,0,2
joke,app-91,0,0,3
joke,app-92,0,0,1
joke,app-92,0,0,2
joke,app-92,0,0,3
joke,app-94,0,0,1
joke,app-94,0,0,2
joke,app-94,0,0,3
joke,app-95,0,0,1
joke,app-95,0,0,2
joke,app-95,0,0,3
joke,app-96,0,0,1
joke,app-96,0,0,2
joke,app-96,0,0,3
joke,app-97,0,0,1
joke,app-97,0,0,2
joke,app-97,0,0,3
joke,app-98,0,0,1
joke,app-98,0,0,2
joke,app-98,0,0,3
joke,app-99,0,0,1
joke,app-99,0,0,2
joke,app-99,0,0,3
monkey,app-1,0,0,1
monkey,app-1,0,0,2
monkey,app-1,0,0,3
monkey,app-10,0,0,1
monkey,app-10,0,0,2
monkey,app-10,0,0,3
monkey,app-100,0,0,1
monkey,app-100,0,0,2
monkey,app-100,0,0,3
monkey,app-101,1,0,1
monkey,app-101,1,0,2
monkey,app-101,1,0,3
monkey,app-102,0,0,1
monkey,app-102,0,0,2
monkey,app-102,0,0,3
monkey,app-11,0,0,1
monkey,app-11,0,0,2
monkey,app-11,0,0,3
monkey,app-12,1,0,1
monkey,app-12,1,0,2
monkey,app-12,1,0,3
monkey,app-13,1,0,1
monkey,app-13,1,0,2
monkey,app-13,1,0,3
monkey,app-14,1,0,1
monkey,app-14,1,0,2
monkey,app-14,0,0,3
monkey,app-15,1,0,1
monkey,app-15,1,0,2
monkey,app-15,0,0,3
monkey,app-16,0,0,1
monkey,app-16,0,0,2
monkey,app-16,0,0,3
monkey,app-17,1,0,1
monkey,app-17,1,0,2
monkey,app-17,1,0,3
monkey,app-18,0,0,1
monkey,app-18,0,0,2
monkey,app-18,0,0,3
monkey,app-19,0,0,1
monkey,app-19,0,0,2
monkey,app-19,1,0,3
monkey,app-2,1,0,1
monkey,app-2,0,0,2
monkey,app-2,0,0,3
monkey,app-20,0,0,1
monkey,app-20,0,0,2
monkey,app-20,0,0,3
monkey,app-21,1,0,1
monkey,app-21,1,0,2
monkey,app-21,1,0,3
monkey,app-22,0,0,1
monkey,app-22,0,0,2
monkey,app-22,0,0,3
monkey,app-23,0,0,1
monkey,app-23,0,0,2
monkey,app-23,0,0,3
monkey,app-24,1,0,1
monkey,app-24,1,0,2
monkey,app-24,1,0,3
monkey,app-26,0,0,1
monkey,app-26,0,0,2
monkey,app-26,0,0,3
monkey,app-27,1,0,1
monkey,app-27,1,0,2
monkey,app-27,1,0,3
monkey,app-28,1,0,1
monkey,app-28,1,0,2
monkey,app-28,1,0,3
monkey,app-29,1,0,1
monkey,app-29,1,0,2
monkey,app-29,0,0,3
monkey,app-3,0,0,1
monkey,app-3,1,0,2
monkey,app-3,1,0,3
monkey,app-30,1,0,1
monkey,app-30,0,0,2
monkey,app-30,1,0,3
monkey,app-31,0,0,1
monkey,app-31,0,0,2
monkey,app-31,0,0,3
monkey,app-33,1,0,1
monkey,app-33,1,0,2
monkey,app-33,0,0,3
monkey,app-34,1,0,1
monkey,app-34,1,0,2
monkey,app-34,1,0,3
monkey,app-35,0,0,1
monkey,app-35,0,0,2
monkey,app-35,0,0,3
monkey,app-37,0,0,1
monkey,app-37,0,0,2
monkey,app-37,0,0,3
monkey,app-38,0,0,1
monkey,app-38,0,0,2
monkey,app-38,0,0,3
monkey,app-39,0,0,1
monkey,app-39,0,0,2
monkey,app-39,0,0,3
monkey,app-4,0,0,1
monkey,app-4,0,0,2
monkey,app-4,0,0,3
monkey,app-40,1,0,1
monkey,app-40,0,0,2
monkey,app-40,0,0,3
monkey,app-42,1,0,1
monkey,app-42,1,0,2
monkey,app-42,1,0,3
monkey,app-43,0,0,1
monkey,app-43,0,0,2
monkey,app-43,0,0,3
monkey,app-44,0,0,1
monkey,app-44,0,0,2
monkey,app-44,0,0,3
monkey,app-45,0,0,1
monkey,app-45,0,0,2
monkey,app-45,0,0,3
monkey,app-46,1,0,1
monkey,app-46,0,0,2
monkey,app-46,0,0,3
monkey,app-47,0,0,1
monkey,app-47,0,0,2
monkey,app-47,0,0,3
monkey,app-48,0,0,1
monkey,app-48,0,0,2
monkey,app-48,0,0,3
monkey,app-49,1,0,1
monkey,app-49,1,0,2
monkey,app-49,1,0,3
monkey,app-5,1,0,1
monkey,app-5,0,0,2
monkey,app-5,0,0,3
monkey,app-50,1,0,1
monkey,app-50,1,0,2
monkey,app-50,1,0,3
monkey,app-51,1,0,1
monkey,app-51,1,0,2
monkey,app-51,1,0,3
monkey,app-52,1,0,1
monkey,app-52,1,0,2
monkey,app-52,1,0,3
monkey,app-53,0,0,1
monkey,app-53,0,0,2
monkey,app-53,0,0,3
monkey,app-54,1,0,1
monkey,app-54,1,0,2
monkey,app-54,1,0,3
monkey,app-55,1,0,1
monkey,app-55,1,0,2
monkey,app-55,1,0,3
monkey,app-56,0,0,1
monkey,app-56,0,0,2
monkey,app-56,0,0,3
monkey,app-57,1,0,1
monkey,app-57,1,0,2
monkey,app-57,1,0,3
monkey,app-58,1,0,1
monkey,app-58,1,0,2
monkey,app-58,1,0,3
monkey,app-59,1,0,1
monkey,app-59,1,0,2
monkey,app-59,1,0,3
monkey,app-6,1,0,1
monkey,app-6,1,0,2
monkey,app-6,1,0,3
monkey,app-60,1,0,1
monkey,app-60,1,0,2
monkey,app-60,1,0,3
monkey,app-61,1,0,1
monkey,app-61,1,0,2
monkey,app-61,1,0,3
monkey,app-62,1,0,1
monkey,app-62,1,0,2
monkey,app-62,1,0,3
monkey,app-63,0,0,1
monkey,app-63,0,0,2
monkey,app-63,0,0,3
monkey,app-64,0,0,1
monkey,app-64,0,0,2
monkey,app-64,0,0,3
monkey,app-65,0,0,1
monkey,app-65,0,0,2
monkey,app-65,0,0,3
monkey,app-66,1,0,1
monkey,app-66,1,0,2
monkey,app-66,1,0,3
monkey,app-67,1,0,1
monkey,app-67,1,0,2
monkey,app-67,1,0,3
monkey,app-68,0,0,1
monkey,app-68,0,0,2
monkey,app-68,0,0,3
monkey,app-69,1,0,1
monkey,app-69,1,0,2
monkey,app-69,0,0,3
monkey,app-7,0,0,1
monkey,app-7,0,0,2
monkey,app-7,0,0,3
monkey,app-70,1,0,1
monkey,app-70,0,0,2
monkey,app-70,1,0,3
monkey,app-71,1,0,1
monkey,app-71,1,0,2
monkey,app-71,1,0,3
monkey,app-72,1,0,1
monkey,app-72,0,0,2
monkey,app-72,0,0,3
monkey,app-73,0,0,1
monkey,app-73,0,0,2
monkey,app-73,0,0,3
monkey,app-74,1,0,1
monkey,app-74,1,0,2
monkey,app-74,0,0,3
monkey,app-75,0,0,1
monkey,app-75,0,0,2
monkey,app-75,0,0,3
monkey,app-76,1,0,1
monkey,app-76,1,0,2
monkey,app-76,1,0,3
monkey,app-77,1,0,1
monkey,app-77,1,0,2
monkey,app-77,1,0,3
monkey,app-78,1,0,1
monkey,app-78,1,0,2
monkey,app-78,1,0,3
monkey,app-79,0,0,1
monkey,app-79,0,0,2
monkey,app-79,0,0,3
monkey,app-8,0,0,1
monkey,app-8,0,0,2
monkey,app-8,0,0,3
monkey,app-80,1,0,1
monkey,app-80,1,0,2
monkey,app-80,1,0,3
monkey,app-81,0,0,1
monkey,app-81,0,0,2
monkey,app-81,0,0,3
monkey,app-82,1,0,1
monkey,app-82,1,0,2
monkey,app-82,1,0,3
monkey,app-83,1,0,1
monkey,app-83,1,0,2
monkey,app-83,1,0,3
monkey,app-84,1,0,1
monkey,app-84,1,0,2
monkey,app-84,1,0,3
monkey,app-85,1,0,1
monkey,app-85,1,0,2
monkey,app-85,1,0,3
monkey,app-86,1,0,1
monkey,app-86,0,0,2
monkey,app-86,0,0,3
monkey,app-87,1,0,1
monkey,app-87,1,0,2
monkey,app-87,1,0,3
monkey,app-89,0,0,1
monkey,app-89,0,0,2
monkey,app-89,0,0,3
monkey,app-9,0,0,1
monkey,app-9,0,0,2
monkey,app-9,0,0,3
monkey,app-90,1,0,1
monkey,app-90,1,0,2
monkey,app-90,1,0,3
monkey,app-91,1,0,1
monkey,app-91,1,0,2
monkey,app-91,1,0,3
monkey,app-92,1,0,1
monkey,app-92,1,0,2
monkey,app-92,1,0,3
monkey,app-94,0,0,1
monkey,app-94,0,0,2
monkey,app-94,0,0,3
monkey,app-95,0,0,1
monkey,app-95,0,0,2
monkey,app-95,0,0,3
monkey,app-96,0,0,1
monkey,app-96,0,0,2
monkey,app-96,0,0,3
monkey,app-97,1,0,1
monkey,app-97,1,0,2
monkey,app-97,1,0,3
monkey,app-98,1,0,1
monkey,app-98,1,0,2
monkey,app-98,1,0,3
monkey,app-99,0,0,1
monkey,app-99,0,0,2
monkey,app-99,0,0,3